new_id,quitnow,age,gender,teamrelationship,jobsatisfaction,managerrelationship,tenure,relativepay,deniedpromotion,seniorityrank,mainperformancemetric,noofchildren,variable1,variable2,variable3,variable4,variable5,variable6,variable7,variable8,variable9,variable10,variable11,variable12,variable13,variable14,variable15,variable16,variable17,variable18,variable19,variable20,variable21,variable22,variable23,variable24,variable25,variable26,variable27,variable28,variable29,variable30,variable31,variable32,variable33,variable34,variable35,variable36,variable37,variable38,variable39,variable40,variable41,variable42,variable43,variable44,variable45,variable46,variable47,variable48,variable49,variable50,variable51,variable52,variable53,variable54,latedaysscore,latedays,sickdaysscore,sickdays,projectsrefusedscore,projectsrefused,hrpolicycheckscore,hrpolicycheck,linkedinupdatescore,linkedinupdate,linkedinminutesscore,linkedinminutes,twitterminutesscore,twitterminutes,facebookminutesscore,facebookminutes,instagramminutesscore,instagramminutes,careersearches,linkedinposts,facebookpostsscore,facebookposts,instagrampostsscore,instagramposts,twitterpostsscore,twitterposts,emailswearscore,emailswear,colemailtimescore,colemailtime,supemailtimescore,emailtime,cliemailtimescore,cliemailtime,emailothdeptscore,emailothdept,emailfromothdeptscore,emailfromothdept,zoomcallsscore,zoomcalls,dropzoomcalls,dropzoomcall
27,0,33,0,1.1593629,3,6,4,1.287331,0,1,4,0,.87490731,.18388155,.74841803,.27406269,.64880294,.66719091,.97786063,1.0184776,.77577251,.26628867,.2727125,1.1723112,.29562134,.77420032,.74240106,.26837251,.73570758,.87644279,.69645518,.5195958,.2637057,.62326479,.98023504,.69522411,-.039468531,.32427317,.88349938,.34536272,.6419304,.63327712,.59835821,.42493665,.66069025,.81531471,.49363375,.86109352,.44637948,.45767617,.32217887,.56219774,.22803915,.5969165,.6997894,.61140305,.51824963,.47038138,.2614862,.48255563,.61792594,.12947038,.38621438,.43694741,.032821018,.38353536,-1.8433118,0,-2.0427344,0,-.34121424,0,-1.4028977,0,-.99952579,0,-3.7655911,0,1.8321518,1222,-1.9450494,0,.13889278,225,-1.310896,0,.49663115,1,.57377112,2,.96186614,4,3.0443611,12,-.97164285,244,-1.263491,5,-2.0064514,8,2.0846832,21,2.1047888,21,.414491,8,-2.0171361,0
28,0,35,1,1.3808228,3,6,6,.98128617,0,1,2,0,2.0152352,1.3095855,.50207615,1.7214216,.83931285,1.5517287,-.44595483,.92477983,1.3231504,1.196637,1.9677669,.52120805,.94257015,1.5689318,1.2971833,1.1397169,.65595889,1.0794499,1.7882893,1.5680788,.83178931,.6326068,1.8795015,1.4589698,.094370715,.29754922,-.023484958,1.043599,1.3003094,.52753794,.95164233,2.0480351,.71266556,1.1825055,1.0863967,1.5237852,.43598172,2.4194527,1.6874219,1.7445118,1.8611223,1.9501646,1.5737205,2.0491803,2.0235622,.80457038,1.1588368,.55437958,1.9239051,1.132403,2.8422925,1.3261424,1.6501836,1.1818616,-.57974005,0,.87196654,4,1.6651577,8,-1.0435849,0,-.49208051,0,3.1895261,1190,-.2836808,0,.25586027,139,.31775686,514,-1.5894642,0,2.8075747,6,1.7188261,7,1.1874543,5,2.1785018,9,1.4664329,174,-.86349893,5,.26438493,8,3.4645326,35,2.0237422,20,.698125,14,-.49958456,0
29,0,48,1,1.2732202,8,7,18,1.1110427,0,3,5,0,.24023399,.43267345,.21087953,.14115672,.25584236,.26959783,.08420109,.10995097,.13520296,.14701979,.34171912,.040526189,.33238506,.21471322,.18720967,.18182379,.40082335,.15482429,.39035329,.44374305,.40422258,.31309041,.041146696,.25876206,.22377743,.22288558,.17512666,.41203129,.37582737,.28942621,.46052152,.020698849,.36120015,.15978898,.41485021,.22043189,.54752171,.34633845,.24421152,.35171556,.29243705,.25420624,.073655047,.3540841,.32075682,.15961032,.30714518,.18472973,.22479135,.085135788,.30210119,.34046605,.31456333,-.01770108,-3.0649862,0,-1.3465711,0,-1.5914384,0,-2.374929,0,-2.6119878,0,-1.5450068,0,-1.1790888,0,-2.2317483,0,.47332245,766,-1.0520549,0,.48622933,1,.018943677,0,.093610674,0,2.8017554,11,-.41342968,224,-2.0113475,5,-2.2930639,8,1.4268949,14,3.0557487,31,.28066355,6,-1.8594065,0
30,0,36,1,1.0519638,6,4,7,.95015824,0,3,4,0,1.0680891,.51611173,.86548913,.97010148,.48360515,.63076168,.73123312,.79949701,.2744945,.54638624,.68235469,.31254661,.97318304,.51999128,.77845699,.4349319,.45224693,.30921847,-.22647437,1.1084827,.69608533,.99190491,.51325035,.82623452,.72148222,.1653216,1.0320586,.87912291,.45056751,.70207661,.19531441,.95536423,.49246097,.46590793,.75884038,.42225274,.95230979,.41369572,.32000211,.61113924,.56560665,.99954391,.68009895,.67126757,.47069991,.13324042,.31553155,.72624797,.61956728,.52215129,.69804811,1.0348287,1.0538111,.71204644,-.85846072,0,-.57938266,0,-1.5376346,0,-.71433711,0,-1.3825018,0,.49469355,185,1.0279219,686,-.34087348,0,.3448104,558,-.84392118,0,.6131801,1,.24701364,1,.79079366,3,1.0350062,4,-.31466955,83,-.46309659,5,-.84888119,8,1.6202822,16,1.490209,15,.56518877,11,-.81633705,0
31,0,38,1,1.0522671,8,7,11,1.0263201,0,3,5,0,.566975,1.0845201,.73978615,.58689141,1.1517903,.60399109,.82205486,.52092046,1.3469615,2.1904981,.98302311,.98128068,.33340162,.79792583,.89713097,1.3162863,1.1966892,1.6244005,.71433979,.33715665,.84747118,.95270795,.084461629,1.0320028,.69351512,1.7485178,.49348626,1.0501124,1.0785233,1.2066113,1.4357765,.59616184,.72964841,1.4631215,.48209408,1.4516969,.56222504,1.1973534,.69437551,.84883368,.86755198,.44420522,1.0638086,.31066313,1.2317922,1.1018983,.57710248,.63680369,1.3901492,.82342386,.882164,1.3134093,.394941,.69470835,-1.2269318,0,.10973375,1,.27219519,1,-.49069104,0,-.15301387,0,-.64836568,0,1.1561594,771,-1.0359079,0,.89036691,1442,-.45404425,0,1.3244545,3,.43082771,2,.774203,3,2.5100143,10,-.92603022,201,.1548783,9,-.92164266,8,1.195554,12,3.2586546,33,1.2502759,25,-.70574713,0
32,0,38,0,1.0625054,6,7,10,1.4013209,0,3,5,0,.6255368,1.3436538,.52109516,-.54731113,.62907994,1.8379734,.86842191,.94470596,.83919293,.61457366,.56759238,.71783561,.50190336,.25090954,1.0332077,.73992878,.84574151,.91194415,-.001966757,.42344519,.9685666,1.3396931,1.0312791,1.0323783,.74344295,.32107288,2.0460286,1.4856473,.91569716,.72903907,.69642645,.9645561,.50031453,1.569765,1.5152383,1.0911778,.65056062,.62859046,1.214228,.96814585,.53188562,1.1284448,1.1472768,.18230869,.95336318,.38716426,1.1684693,.70408559,.7582286,.3526316,.4025594,1.6928537,1.5035012,1.4392961,-.63965446,0,-.0034138041,0,1.5475643,8,-1.8153619,0,.79429471,2,1.3982067,522,-.97568685,0,-.73557967,0,1.7687935,2864,-.22568093,0,.70249522,1,.64708555,3,1.6304755,7,1.953632,8,-.74939972,156,.79785311,48,.88900715,27,.49467602,5,1.783038,18,1.5445634,31,-1.2860957,0
33,0,34,1,1.0692284,6,7,7,1.0224084,0,2,4,0,.96684146,1.272377,.72648162,1.6751474,.59816831,.66119766,-.5780884,1.6802704,.92694336,1.0346453,1.1951679,.23056941,1.0558616,.63869041,.30841175,-.028548215,.9560321,.70110601,.16688202,.62022579,.90762252,.92498535,.352386,1.067772,.78532559,1.0161041,.088274263,1.5773182,1.1552263,1.1447448,.91507936,.78810203,1.6534611,.63802111,1.8191155,.55208808,1.1192335,1.050216,.9889099,.18619725,1.2041466,.95108551,.8156563,2.5195041,1.2048259,.82889414,1.4813825,.26190469,.50762367,1.0282013,.26133353,1.2017963,.90167737,.59667408,-.51965648,0,-.14620511,0,-.42078984,0,.32468203,1,1.6748047,3,2.7954383,1043,-2.1654081,0,-.70642513,0,.015443212,25,.25482368,1,.54997563,1,1.427264,6,1.8491186,7,2.0687695,8,.20526427,166,-.028833382,5,.50979882,15,2.4109867,24,3.1162293,31,.77948451,16,.17349039,5
34,0,30,0,1.1582005,6,7,3,1.4774042,0,1,2,0,.4015927,.14090854,.26918113,.10999507,.19942313,.40909073,.31356031,.16379371,-.0098579293,.21931604,.30134237,.015609827,.49444088,.31241298,.17138349,.31492907,.53864378,.24071518,.18417448,.26398322,.43526787,.39361748,.22573119,.15613323,.17219055,.063502595,.17282172,.30853543,.25929269,-.05059848,.27659523,.47521877,.36173686,.36569738,.15458535,.22259817,.30865005,.43879884,.32951611,.15997925,.43809697,.21995556,.45638922,.036783461,.29158315,.5236938,.32596961,.27464589,.12976605,.47360101,.15676843,.31255654,.22346546,.48789033,-2.5854936,0,-1.3637655,0,-2.0447752,0,-2.2835102,0,-2.1320088,0,-2.918014,0,-3.2414012,0,-1.6687676,0,.37518322,607,-1.4609165,0,.14649537,0,.40184116,2,.57721388,2,1.8500915,7,-2.685416,148,-1.8630831,5,-3.3831611,8,3.7944512,38,2.0409658,20,.22228053,4,-1.6496141,0
35,0,29,0,1.2963712,6,6,1,1.2596948,0,1,4,0,.79652971,.43642786,1.0372407,1.3063173,1.3164929,.65694499,.73448479,.93428612,1.5235626,1.2369816,.2845042,1.128453,.52495486,1.9555111,.8040176,.72723675,1.1368207,1.4065621,.8165251,.96805042,.24516657,1.3602328,1.1412083,.88429826,.97122693,.70825529,.15174456,1.1984625,1.0403244,1.6974648,.55843836,.90856647,1.3137307,.96096122,.6142211,1.3146778,.50898749,1.0598148,.42849788,-.099422909,.88984847,1.2823069,.66164541,.72000462,1.4670095,.73398936,1.0579355,1.1613472,1.1246721,.37027663,.30912378,.82638901,1.0138153,1.2408297,-.94653863,0,-.34943169,0,.85272545,4,-.3972308,0,.010138369,0,-.017825754,0,2.4600275,1641,-1.088695,0,1.2357745,2001,-.2312697,0,.84450889,2,1.2370706,5,1.1163608,4,1.9464457,8,-.79373425,156,.9198094,55,-1.6053036,8,3.8614554,39,2.6150529,26,.24625532,5,-.65997219,0
36,0,46,1,1.0853617,6,8,17,1.1070011,0,4,8,0,.64828801,.35865486,.80618709,.98789722,.84522408,.87855852,.7145319,.98794079,1.220245,.78611565,.74424648,1.2531755,.4758015,1.1907861,.72039354,1.1012301,.97176206,.8021338,1.1609203,1.052693,.71509576,.6065222,.85785496,.13374335,.70646113,.095996253,1.2727538,1.2517941,.58445078,.27200928,.09866266,.43174145,.99035078,1.115525,.52382714,.97211915,.39939401,.89960027,.58773589,.63603163,1.0030403,.12443937,1.2657888,.62917054,1.0678506,1.0590315,.44896582,.85567307,.38767707,.65839869,.48398396,.65048194,.4109346,.14172883,-2.3097949,0,.17813362,1,1.7358739,9,.089065127,0,1.0449466,2,-.87206811,0,.65186626,435,-2.2022645,0,.61073619,989,-.10921343,0,.55740577,1,.076767951,0,.880665,4,2.5120177,10,-.051801693,201,-.022267176,5,-.79072404,8,2.4808261,25,1.1547023,12,.86796081,17,.13735306,4
37,0,28,0,1.3191462,7,6,0,1.4039867,0,1,2,0,.070066534,.68168372,.60645789,.55103642,.44184667,1.1447152,.63620216,1.4302853,1.0409383,.63935965,1.1166279,.83966345,.40464956,.24896093,.42962915,.99130869,.27523386,.64625895,.87208956,.25495774,.93209845,1.1306268,.37739769,.75788802,.64985675,.6446085,.78689498,.74752325,.46321607,.41456789,.66479707,.088119812,.80868304,-.18621819,.41660604,.98314273,1.2356647,.54413116,1.2772758,.53228843,.47229961,.78726512,.77902806,.6475051,.041395083,.91059035,.37051323,.45290327,.35650748,.62447983,.92427003,.98281395,.42423695,.40808833,-.70800853,0,-.16981055,0,-.67571968,0,-.19240363,0,-.78593165,0,-.2197295,0,3.7248576,2484,-1.5257858,0,.77892292,1261,-.68427068,0,.50264454,1,1.0201674,4,1.5410882,6,3.1706674,13,-1.3884825,254,-.54833931,5,.71305394,21,1.8808583,19,.95468932,10,1.0128803,20,-1.3467629,0
38,0,39,0,1.0806035,6,4,10,1.3826581,0,3,5,0,1.0987495,.27607858,.84422338,.29359648,.44921911,.81131846,.76214242,.97397935,.80907476,.43104595,.74251467,.020437544,.56835371,1.1682503,1.2980837,.35459605,1.3370634,1.1200234,.40807891,.97252923,.48628068,.89561987,1.3263583,.97389948,.5896495,.21143176,1.3218105,.52983725,1.2183824,.42055824,.98177212,.83166659,1.406299,.72089517,.24272344,.64663672,1.2597138,.84045017,1.1417135,1.241943,.61257434,.8537572,1.177979,.70339704,1.0723193,-.0078150574,.15218088,1.0672613,.56322622,.66100806,.93336356,-.16391587,.9233408,1.1228881,.038163081,0,.090118036,0,-2.4150341,0,-.71840107,0,-.18378502,0,.34451199,129,.34460068,230,.051117767,28,1.0547862,1708,-1.6437157,0,.46856254,1,.28857356,1,.38926712,2,2.5910702,10,-1.2267857,207,-1.6072963,5,-.36785385,8,3.1417911,31,2.257596,23,.02860699,1,-1.1279025,0
39,1,33,1,1.3864715,6,7,6,1.0043563,1,2,3,0,.25095502,.74334407,.53630048,.42709863,1.1302102,.89686924,1.5037602,1.5671113,.73174733,.25117698,.50385207,1.2114528,1.1019459,.77182811,.62696916,.80064857,-.1625171,.12332942,1.0933529,1.3251398,.92664063,.65164101,1.2558496,.75185621,1.4720429,.73174602,.92384046,.65816343,.81374365,.25022438,.59531075,.53094894,1.057662,.74477923,.70509124,.55131477,.76528722,.45689505,1.0001535,.82499754,.71364522,.85930043,.74126458,.48962721,.77366644,.67270869,.6554811,1.385394,.5208689,1.6162275,.65268731,1.2397295,.56348175,.80545866,-.15927915,0,1.2007201,6,1.2928034,6,.32516497,1,-.31140119,0,-.12275852,0,1.3605705,908,-.17200916,0,1.1158729,1807,-1.8132709,0,.86505836,2,1.1063615,4,1.1223344,4,1.9323441,8,1.453722,155,.9609099,58,1.4553196,44,.57234055,6,.98349285,10,1.0576285,21,-.42275113,0
40,0,36,1,1.0623095,7,7,10,1.0571105,0,3,4,0,.20419298,1.0190728,.62554139,.43888935,.30311829,.66824406,.33901405,.71972519,.41038987,.3472735,1.3011353,.53800184,.49143678,.47916511,.37562597,1.1150157,.79165536,.58918768,1.1465137,.28330395,.48659909,.88351339,.18254696,1.5223401,.71748245,.19865826,.81270605,-.18987715,.88688809,.98284423,.95815974,.31878313,1.1653044,.46019474,.54135305,.36047336,.20998663,.3053408,.61689186,.20903668,.52933699,.82476878,.62428075,.59832293,1.2502598,.42552826,.42302796,.83771348,1.0617284,.52440494,.60160649,.25951558,1.3523161,.18089035,-.93534529,0,-1.9258844,0,-.32414979,0,-1.9925965,0,-1.3991718,0,-1.2341535,0,-3.0191207,0,-1.4288633,0,.99113905,1605,-1.4301956,0,1.1363809,2,1.0115099,4,1.3179804,5,4.3474936,17,-2.0990694,348,-3.3507001,5,-1.3180764,8,1.8090256,18,2.8233638,28,.54726589,11,-1.3702453,0
41,0,29,0,1.3590364,5,7,1,1.3195983,0,1,4,1,1.9680743,1.8439063,.32456627,1.021772,1.5822656,1.6701088,.7294752,1.605741,.25914794,2.0364697,1.7244619,.62485999,2.4816375,1.6689843,-.16710265,.48676676,2.1919789,.86372244,1.7544492,1.3963653,.85846514,.99817157,1.3201895,.41247246,2.6243408,1.9792436,2.4577894,1.5873766,1.1001048,.63456625,2.2708006,.87837625,1.3691789,1.6093774,1.6186013,1.7715182,.095455863,1.0767268,.23311765,1.7151662,1.4695886,.64825988,1.7229669,1.3989525,1.6141264,1.5266105,2.0457122,1.456478,1.7655095,1.8758993,2.1972144,1.7397386,1.4570671,.4094831,-.87305427,0,-2.9607975,0,1.716746,9,-1.5187519,0,.12387483,0,-.49377728,0,.092937797,62,-.13705797,0,.11895629,193,.0044924668,0,1.1309662,2,2.1161151,8,1.7526879,7,2.9760482,12,-.18040578,238,.48000795,29,-1.157559,8,2.8825576,29,3.5578034,36,1.3297855,27,-.40908587,0
42,0,40,0,1.056776,7,5,11,1.3306818,0,3,6,0,.11438686,.81916046,1.3057899,.83918494,.68032622,.77101034,.71236473,1.059743,.44795442,1.2663414,-.082541376,.88799345,1.1125555,.79980189,.30382124,1.0566198,.6349138,.81550539,.94454384,1.0564018,.79731423,.77894771,.75228071,.23416285,.96527344,.66475773,.87270999,1.1125125,.39198887,1.4314567,.82123941,.97488731,.98237568,.97344834,.96683109,.57642984,1.4589026,.0084817037,.4613485,1.4837174,.92686576,.10075288,1.9547664,1.0445791,.7019074,.5023793,1.0485109,.71726084,.72023529,.33352616,.62847435,.46699378,.61977071,1.2711002,.18304931,1,-.13038959,0,-.45824251,0,-.18645769,0,-.57865053,0,-1.7867249,0,2.8587606,1907,-.38298172,0,.1225267,198,-.54253054,0,1.3481101,3,.65569252,3,1.1740687,5,1.7698783,7,-.3009201,142,-.084960483,5,.78445625,24,2.304497,23,2.8713763,29,1.1880801,24,.26343206,8
43,1,27,0,1.2644114,6,4,1,1.2451473,0,1,3,0,.88389444,1.5329421,1.4538523,1.939141,.73118073,1.0885842,1.8514915,1.4230316,2.3111632,1.452861,1.6968899,.67966861,.82957214,.72189921,1.3520526,1.4218094,.25807512,1.1223965,1.5081406,.98946691,.40811872,.032244485,1.0475745,1.3500577,1.2334014,.5395543,1.6050234,1.2009901,.94749206,-.48010463,.93027449,1.0367142,1.5143992,.90138096,1.0193775,.86157298,1.1359746,.44079724,.78341311,1.3886099,1.5283934,1.3240246,1.4113814,1.4590932,.57572389,1.1432306,1.535349,1.7257906,1.1492203,1.2734607,.83840805,2.0977969,.23368174,.82433915,.89647877,4,.65741771,3,2.2866378,11,-.21056207,0,.92965025,2,.93401724,348,2.0170317,1345,-.35812351,0,.56188107,910,1.2774554,3,1.6764252,3,2.4203203,10,1.2085011,5,1.6279563,7,-.82015055,130,-.71437746,5,-1.2831564,8,3.1458051,31,1.683497,17,.88767695,18,-.67282718,0
44,0,27,1,1.4873097,6,7,0,1.0257822,0,1,4,0,.65209597,.6606009,.59278721,1.2889745,.81366861,1.0631675,1.0746953,.84069043,.7814067,.80083477,.52845216,1.7121528,1.3456864,.58354539,.88739753,-.37596083,1.2842937,.59788883,.94489825,.7178157,1.2316431,1.511224,.64431185,.86711812,.7266618,1.3350804,.9408136,1.3028135,.80053222,1.512094,1.1338282,.46554941,.73666364,1.236506,1.651449,-.30968362,.98028916,-.15385158,.80636489,.43028414,.58991951,-.0207176,.55479598,1.8444813,-.12958741,.48259553,1.2560405,.55340803,1.18385,.32522327,.54272622,.29061064,.13641256,.81186372,.053892434,0,-1.81126,0,1.2330611,6,-.75466114,0,-.41399345,0,.73933214,276,-.14129472,0,-1.8202815,0,.58725381,951,-1.4144714,0,-.099788524,0,1.2877214,5,1.0052553,4,3.4296825,14,-.086845025,274,1.018925,61,.40495342,12,3.5248528,35,1.6382951,16,1.090335,22,-.90103275,0
45,0,34,1,1.1075764,6,7,7,1.0412582,0,2,4,0,.33135208,.50976658,.040982049,.771685,.81159031,.62527752,.45762584,.99586165,.49740338,.5022403,.81621981,.34998134,.54506099,.095836483,.52875102,.65422481,.21980786,.65408182,.87701488,.38751391,.68411416,.44227418,.52081949,.55915713,.33250284,.70537126,.39336547,.44561142,1.1716485,.76389492,.29077309,.47763929,.375563,.57391554,.92721337,.5432452,.038244206,.080751173,.61502117,.87790745,.18179525,.058603741,.76740783,.56511897,1.2475252,.48606452,.63356924,.39494413,.23994929,.57893777,.35799181,.4655197,.11130603,.25360343,-.28776288,0,-1.9172078,0,-1.953968,0,-.9608686,0,-.88890755,0,-1.3196789,0,-.53210378,0,-.18563758,0,.65772629,1065,-1.6191286,0,.73588777,1,.63635939,3,.74602234,3,1.037232,4,-.18005146,83,-.19971943,5,.29235262,9,3.7423038,37,1.2940953,13,.47317308,9,-.52159297,0
46,1,30,0,1.3577852,6,5,3,1.2545633,1,1,2,0,.53015143,1.5897917,.24291636,.80481279,.54502255,.37696329,1.0623676,1.1991168,.96984279,1.2452359,1.281135,.53981096,1.7609859,1.3759489,1.2969323,1.4973779,1.0753779,.74805713,1.9200249,1.3393999,.6828289,-.39716151,1.3073323,1.1945302,.82944238,.17140208,.49507397,-.025813973,.12622614,.54081881,.44414014,1.4651284,.66518903,.30655813,.74338335,.61504966,.998959,.44237724,1.1745826,.41068441,.93225688,.73327798,.94641286,1.5010397,-.032284934,1.3276389,.85057014,1.6168346,.99543744,1.3158141,.99680412,.69290024,.79267067,.79409713,.3950991,2,1.4012636,7,2.0752263,10,-.2286666,0,.92816031,2,1.670312,623,-.38352227,0,.64215082,348,.37622678,609,.38975111,1,1.090541,2,.92429572,4,1.6720208,7,1.0966009,4,.11865713,88,.020639312,1,-.79238421,8,.3293432,3,-.094021529,0,1.4447359,29,.38431484,12
47,0,38,1,1.4296036,6,9,9,1.1339904,1,2,4,0,.43690553,1.0521561,1.0433719,1.34962,.96806735,.36731556,.92945385,.60782456,1.5821034,.57210743,1.2037315,1.1417599,.64462209,1.38907,.026382376,1.5552549,.81601143,1.4327796,1.3544024,1.2072618,.84272909,.8311621,.16648506,.43194455,.33215326,1.0658776,.8034448,1.3392423,.66745794,.65539634,.74188173,.74972731,.97661781,.51810628,.68301135,.28150204,.23122698,1.0411696,.46344975,.80214673,.92985755,.82389617,.90070695,.99201632,1.0181406,1.4886901,1.4183242,.53727078,.79931021,.91724485,.94579422,1.2495511,.20688058,.9605431,.57961679,3,.68353564,3,.38034794,2,.11346389,0,-.083113454,0,1.4907231,556,2.1467063,1432,.6159901,334,1.215403,1968,-.90736693,0,1.3713888,3,1.4065182,6,.97344065,4,1.7834916,7,.23334505,143,-1.4696525,5,-.15130107,8,3.3577461,34,1.3432339,13,1.4277112,29,-.61994255,0
48,1,32,0,1.034009,6,6,3,1.3163944,0,2,4,0,1.6647824,.35344225,1.8187306,1.526323,1.1759282,1.5576912,1.1787972,1.3100843,1.2482024,.6309585,.6481992,.97844237,2.7133665,1.1583736,.68506837,2.0923035,1.1587516,1.1818101,1.6521437,.74661642,1.2695026,1.7053397,.79392928,1.7271454,1.7118814,.50193828,1.47264,1.7775567,.60583574,.91634101,1.7937171,.99963212,.56419837,.60044795,.041260786,.99396855,1.1039126,1.4799156,.81393689,1.3815856,.76719958,1.6803663,1.3880974,1.5932658,1.9861135,.65119433,1.2089974,1.3226439,.91027331,.92480099,1.5579264,1.1191124,2.0608037,1.2900724,1.8017234,9,1.6134282,8,2.5757587,13,.044429332,0,.091712877,0,-2.0661132,0,3.9523702,2636,-.61782283,0,1.5467898,2504,.40201509,1,1.4117332,3,-.010262262,0,1.7645917,7,1.8678735,7,-.81214458,149,-1.5842438,5,-.23013027,8,1.6507268,17,2.5350828,25,.93525136,19,1.2268491,19
49,0,35,1,1.1168097,6,8,7,1.1373612,0,2,4,0,1.5721977,1.387274,1.5740279,1.9896195,.31376904,.89131117,1.4364083,1.5912006,.882716,.64700633,.92060536,1.4091675,.8457188,.67245036,.72213966,1.1707753,.76258367,.83449906,1.1344615,1.4181827,1.3068408,.48306757,2.0412266,.67398781,.086237073,1.8905902,1.1541755,1.4744374,1.0680432,1.9284443,1.1118674,.98426479,2.7646101,2.1649578,.85498542,.55844748,.45883441,1.753177,1.0070525,1.6490819,1.691365,1.3378245,.43016481,2.1627378,1.3522334,1.3563821,1.550555,1.7775861,.45044789,1.8546773,2.0897384,2.1748025,.46171501,.88538641,-.55518723,0,-.45471033,0,2.1917801,11,.76954305,2,1.3856505,3,-.57008618,0,-.10635173,0,.72303116,392,1.6906717,2737,.36260891,1,1.3969998,3,1.4889458,6,1.736456,7,2.1802492,9,.17933357,174,-.27169672,5,-.39725095,8,2.3892245,24,2.846468,28,2.4879565,50,-.1169127,0
50,0,33,1,1.440923,6,5,4,.89640856,0,3,4,0,.036224917,.75356025,.720994,.81584084,.50362593,.37347609,.76491827,.3312262,.54868156,1.0776869,.88118958,.45578003,.121172,.64229661,.61161172,.61507064,.64457917,.67271334,.88136154,.80583763,.4400591,.48576483,.50548434,.27087238,.67550623,.24535832,.65499115,.65794736,.24070795,.13089068,.16320154,.43765682,.56129551,.65251452,.14655872,.7185092,.30806023,.28828731,.51444012,.13321514,.52336818,.72699815,.15708901,.48283106,.61454916,.64485478,.85443121,.43112642,.015113686,.3492555,.87594998,.82587165,1.0097501,.64235836,-1.3432633,0,-1.2247952,0,-.40378794,0,-1.1229093,0,-.95342219,0,-.76051062,0,.46899599,313,-.68039483,0,.27874681,451,-1.1451721,0,.47627068,1,.41202226,2,.62490517,2,2.4671376,10,-1.8642949,197,-1.8780349,5,-.49740371,8,1.8457785,18,.72779369,7,.74682188,15,-1.1523018,0
51,0,27,1,1.1940696,8,4,0,.92094433,0,1,3,0,.88914651,.29534727,.92156273,1.3300238,.81980783,1.1290073,.68817461,.95380116,.41310874,.46647447,1.2924654,1.1968707,.040184744,.77073681,.43087357,.92552352,1.4017131,.81930912,.59239519,.68339616,.91607219,.64090329,.39047718,.4525491,.21675572,1.5100046,.36017564,.61415887,1.383428,.67065018,.86087942,.77955627,.2451566,1.0654898,1.364655,.92448044,.39807406,.85254794,.4509379,.84274173,.40526491,.58836311,1.0991291,.74536669,.5469594,.76785886,.48731053,.34235719,.17867813,.45842117,.61161011,.94165963,.80211514,1.0765107,-.23049538,0,.35998806,2,.67779279,3,-.29657453,0,-1.2662162,0,-.7141524,0,1.0991527,733,1.4772469,801,.42308518,685,-1.3380777,0,.94925654,2,1.3357072,5,.3796134,2,2.3152361,9,-.2726104,185,-.23534286,5,-.7700398,8,2.2764628,23,2.3299763,23,.79245597,16,-.65638328,0
52,0,35,0,1.4794488,7,7,6,1.3536022,0,3,5,0,.26139793,.94570309,.59981233,.86506832,1.0478458,.6551373,.93583232,1.0560958,.93924689,1.3262007,.42409536,.65042818,.38735539,.61467803,.91697598,.48822358,.58513564,.30012405,1.3834457,.9416585,-.17503528,.0050706291,.6338352,.78743911,1.6026226,.55620348,1.3922172,.82996494,.66415107,.77686077,.46861809,.14417493,1.4074879,.63990802,1.3868831,.84347618,.29170272,1.2114178,1.2545815,.25132811,.17247939,1.0791657,1.3220842,.61611557,.088594809,.82560802,1.0247442,.33889946,.74777442,.58055109,1.1970067,.7083351,.61355811,1.1803722,-.77543569,0,-1.1439332,0,-.80098796,0,-1.9915346,0,-.93891919,0,-.30233213,0,-.69448286,0,-2.3456755,0,.9697665,1570,-1.2697527,0,.69349849,1,.99682748,4,1.129277,5,3.4425917,14,-2.2925274,275,-3.8035839,5,-.79063851,8,3.9420938,39,2.4487484,24,.14450759,3,-1.9922787,0
53,0,36,1,1.5171835,7,7,6,1.0561588,0,2,4,0,.93989164,1.7051284,.96056277,.72613704,.42699,.60685235,1.0721105,1.4673682,.71240884,.67498058,1.549598,1.2877052,1.072607,1.2882488,.3684434,.72754407,.95564568,.92430371,1.1627899,1.0335711,.62858814,-.50910866,.45433757,.75511247,.3391827,.73860836,.56748939,1.3375742,.39006817,.50824392,1.6450831,1.4867249,.55065703,.52650404,1.1839381,.7282207,.64945674,1.164083,1.3737725,.52909827,.95938826,.67120278,1.1482004,.85500026,.94099259,1.2119645,.9511472,1.2348201,1.349957,1.0108966,.070773467,.47627985,1.4135073,1.114206,-.65397602,0,-1.186187,0,-.73344618,0,-1.8377755,0,-1.4877845,0,.36930051,138,-2.085742,0,-2.000772,0,.47168803,764,-1.0197999,0,.99543083,2,1.4646429,6,1.3894055,6,4.1238179,16,-.81128705,330,-.87800103,5,-1.6031736,8,3.8189023,38,4.8657532,49,.99341166,20,-.93589318,0
